ld50,2002.841064453125,7,1000,4483.815958499908
ld50,2072.104248046875,8,1000,4483.595016241074
ld50,1925.1141357421875,1,1000,4485.9205639362335
ld50,2574.852294921875,3,1000,4490.576110601425
ld50,2254.214599609375,5,1000,4493.385052680969
ld50,2160.372314453125,4,1000,4499.11843585968
ld50,1828.12646484375,6,1000,4509.509067773819
ld50,1713.10107421875,2,1000,4513.276898145676
ld50,2247.601318359375,9,1000,4515.793563127518
ld50,2528.255615234375,0,1000,4690.906921386719
ld50,2072.181640625,8,1000,4778.479297399521
ld50,1883.70751953125,1,1000,4783.851385593414
ld50,2574.836181640625,3,1000,4788.029184103012
ld50,2160.47607421875,4,1000,4796.758040904999
ld50,2251.2109375,5,1000,4798.416309118271
ld50,2002.780029296875,7,1000,4801.799128770828
ld50,2245.048583984375,9,1000,4814.1753187179565
ld50,1712.0743408203125,2,1000,4815.440228700638
ld50,1827.6651611328125,6,1000,4822.351446628571
ld50,2072.43310546875,8,1000,4949.253224134445
ld50,2574.827880859375,3,1000,4957.133680105209
ld50,1863.8709716796875,1,1000,4961.054234027863
ld50,2160.260498046875,4,1000,4964.4560034275055
ld50,2250.96533203125,5,1000,4974.836798191071
ld50,2003.058349609375,7,1000,4975.181859731674
ld50,2241.822509765625,9,1000,4980.804626941681
ld50,2528.239501953125,0,1000,4986.720715045929
ld50,1828.61865234375,6,1000,4989.846628189087
ld50,1712.038818359375,2,1000,4991.62868142128
ld50,2528.231201171875,0,1000,5127.436704158783
